2, 3, 4, 5, 6, 7, 
offline time
0.214142, 0.074573, 0.10899, 0.588378, 1.86265, 4.3247, 
offline comm
7879215, 336889, 589097, 8830618, 29777431, 62042709, 
online time
0.0023228, 0.0025438, 0.0036432, 0.225278, 0.205617, 0.6236, 
online comm
1984, 7744, 29504, 8255766, 8281366, 16566508, 
