logsz, 6, 8, 10, 12, 
off_comm, 73442456, 427500317, 1703557488, -1, 
off_time, 175.545, 326.337, 882.852, 3229.16, 
on_comm, 15713, 32916, 101729, 376980, 
on_time, 4.46413, 4.3008, 4.30547, 4.34707, 
