logsz, 6, 8, 10, 12, 14, 16, 18, 
off_comm, 988088, 4920248, 23598008, 64897356, 275915272, 1069001160, 5012100200, 
off_time, 2.382, 10.3635, 140.215, 91.2479, 314.856, 2029.77, 3481.82, 
on_comm, 62688, 250080, 999648, 3408096, 14156000, 49283296, 285212896, 
on_time, 0.633, 0.6915, 0.9725, 0.972719, 1.75588, 10.8268, 35.2528, 
current, -1, -1, -1, -1, -1, -1, 
