logsz, 6, 8, 10, 12, 
off_comm, 8924696, 44944504, 215950680, 1260824488, 
off_time, 99.1298, 142.201, 335.486, 1214.82, 
on_comm, 796400, 3713776, 10291952, 76434160, 
on_time, 11.0448, 13.8611, 20.7829, 128.182, 
