logsz, 6, 8, 10, 12, 14, 16, 18,
off_comm, 749528, 4566248, 22408424, 89005848, 449410568, 1770312136, 8473220200,
off_time, 1.85852, 2.90939, 7.84222, 30.0538, 135.72, 553.323, 2586.87,
on_comm, 62688, 372960, 1884384, 6947040, 35651808, 135266528, 666894560,
on_time, 0.697574, 0.77624, 1.15226, 1.8852, 8.66906, 38.3403, 159.824,
current, -1, -1, -1, -1, -1, -1, 
