logsz, 6, 8, 10, 12, 
off_comm, 11358704, 57202096, 319683952, 1679431600, 
off_time, 159.452, 233.306, 617.482, 2008.27, 
on_comm, 1019984, 4733008, 13105232, 92698704, 
on_time, 16.0983, 20.0929, 31.0431, 187.297, 
