logsz, 6, 8, 10, 12, 
off_comm, 10404352, 46645424, 307616624, 1278869424, 
off_time, 170.831, 246.932, 863.951, 2735.52, 
on_comm, 690256, 3643472, 10811472, 45906000, 
on_time, 10.5868, 18.0535, 28.6318, 95.459, 
