logsz, 6, 8, 10, 12, 
offline comm, 16165096, 123827864, 565965224, 2202626488, 
offline time, 2.86614, 16.3996, 71.0993, 305.525, 
online comm, 1455200, 5756608, 29570752, 112572096, 
online time, 0.947648, 2.00911, 9.3404, 30.1869, 
