logsz, 6, 8, 10, 12, 
off_comm, 6490688, 33967936, 143247680, 865717568, 
off_time, 55.5021, 79.9028, 204.27, 663.504, 
on_comm, 575552, 2795584, 8267840, 56114048, 
on_time, 6.76344, 8.42289, 14.2177, 76.8446, 
current, -1, -1, -1, -1, -1, -1, 
