logsz, 6, 8, 10, 12, 
off_comm, 5945344, 26654528, 124543296, 629415232, 
off_time, 56.4622, 76.2208, 272.319, 936.384, 
on_comm, 387136, 2074688, 6170688, 28326784, 
on_time, 4.55811, 7.07289, 13.1772, 47.8243, 
current, -1, -1, -1, -1, -1, -1, 
