logsz, 6, 8, 10, 12, 
off_comm, 46849447, 266054763, 1129608047, 3552642903, 
off_time, 113.535, 194.495, 540.594, 1987.83, 
on_comm, 12012, 28908, 96492, 366828, 
on_time, 3.3565, 3.422, 3.48542, 3.41045, 
current, -1, -1, -1, -1, -1, -1, 
