logsz, 6, 8, 10, 12, 
offline comm, 16093288, 123827864, 438943400, 2202626488, 
offline time, 2.38074, 15.7471, 75.5403, 306.546, 
online comm, 1456832, 5756608, 15644352, 112572096, 
online time, 0.964178, 1.94971, 2.5168, 29.5491, 
