2, 3, 4, 5, 6, 7, 
offline time
0.0086974, 0.0186794, 0.0653702, 0.160533, 0.288919, 0.659525, 
offline comm
46740, 113300, 406745, 704697, 2372969, 4048638, 
online time
0.0159838, 0.0180038, 0.0362366, 0.0297272, 0.118199, 0.147994, 
online comm
11800, 22808, 71248, 104528, 420944, 660560, 
