logsz, 6, 8, 10, 12, 14, 
off_comm, 1976176, 8638200, 30263248, 135961712, 541145504, 
off_time, 0.815925, 2.47559, 6.97958, 52.0667, 344.849, 
on_comm, 126720, 627456, 2147072, 7668480, 27001600, 
on_time, 0.034399, 0.1661, 0.378141, 0.705989, 1.3641, 
