logsz, 6, 8, 10, 12, 
off_comm, 4556040, 19627980, 79394680, 355198280, 
off_time, 26.1255, 46.285, 122.146, 401.462, 
on_comm, 290880, 1437760, 3936320, 18356480, 
on_time, 3.0245, 4.28933, 7.32917, 25.3187, 
current, -1, -1, -1, -1, -1, -1, 
